CPUUtilization_Average,NetworkIn_Average_original,NetworkIn_Average,NetworkOut_Average,NetworkOut_Average_original,MemoryUtilization_Average,Final_Target,Final_Class
25,12188484,0,22684745,0,53.02049768,38.31754153940242,1
1,0,0,0,0,53.01140809,28.20479774182065,1
76,218071032,2,197252874,1,75.07787677,72.20801998185534,3
67,291357785,2,285663947,2,54.28112333,57.27688874643948,2
74,43541470,0,39542511,0,82.33115631,74.8408518198419,3
48,92503248,0,146540714,1,38.74126414,40.9183907077879,1
76,219043332,2,198642237,1,73.30129023,71.02779175215555,3
2,4733,0,3763,0,53.40489072,28.56463974027698,1
81,249699006,2,226005682,2,68.20656178,70.82416565916611,3
73,193273528,1,176093659,1,59.58169642,62.865388794780046,3
76,216932253,2,195653289,1,56.97611917,62.533151656038214,3
64,297003461,2,274970037,2,60.37444367,59.13589027766439,2
97,371514671,3,333933707,3,83.62636998,85.79693469118354,3
2,0,0,0,0,53.47327286,28.72996593004446,1
73,194172192,1,176876489,1,54.50211787,60.03763312901654,3
72,197568496,1,178241143,1,76.43057709,71.16861223074957,3
61,307924731,2,294189951,2,64.01453517,59.730977978637284,2
33,34564411,0,35249547,0,66.61737281,48.83770918567518,2
2,0,0,0,0,53.7468014,28.72890100937033,1
39,105835268,0,107783735,1,57.67930069,46.834233511094716,2
30,165130833,1,132003834,1,54.92847988,41.53090274483594,1
4,41509,0,38788,0,36.01218613,20.400914372751288,1
31,359510109,3,348911244,3,56.93587954,43.09759341835648,1
2,42932,0,34745,0,54.10801264,28.916175298197263,1
77,410770916,3,401459887,3,63.9896427,66.69248834699471,3
96,79647797,0,72283169,0,54.38434288,69.93181462818679,3
71,194867327,1,176452937,1,57.28555093,60.86591207071087,3
96,358629769,3,323196289,3,73.37620966,80.01885339645075,3
3,42174,0,39246,0,39.81687272,21.94038776371691,1
78,425141945,3,391239034,3,67.95582552,69.18257768370304,3
48,142839151,1,140567597,1,50.9752513,47.27093454560249,2
64,276331584,2,253761014,2,54.01050665,55.827253983397085,2
83,463573622,4,443069286,4,48.67046285,61.36982175168087,3
27,63549745,0,61088932,0,53.75142179,39.582708554195776,1
4,42578,0,41045,0,38.56620406,21.72495158280408,1
62,381704164,3,359080538,3,36.89231265,46.134846004385444,2
75,216895848,2,196494754,1,82.89730643,75.57292232543308,3
30,35403872,0,35288295,0,60.44932427,44.341534862809326,1
96,361864268,3,324632598,3,96.77348392,91.88528854671199,3
43,107615191,1,97748878,0,57.95880754,48.70901724923988,2
73,43356248,0,39594983,0,85.54428651,76.11258666522336,3
30,128696427,1,113963797,1,55.16378989,41.64047129655037,1
77,212600881,1,192199786,1,53.62446067,61.369632335208436,3
76,215562936,2,194654365,1,88.76748206,79.15653955789496,3
44,71531194,0,106317945,0,57.62316564,48.96152395572823,2
1,0,0,0,0,53.86748186,28.648597635206162,1
59,277980130,2,226295260,2,67.4322201,60.61488451336056,3
72,43367465,0,39488926,0,94.00239908,80.2116309542888,3
73,324050199,3,301656063,2,71.56508085,68.84577817910863,3
31,28613897,0,26127067,0,40.02952551,34.184964544985434,1
74,360008207,3,346153318,3,57.92710774,62.22679551604358,3
73,43745041,0,39605545,0,83.08335979,74.83690195878017,3
3,37974,0,37657,0,39.72639623,21.893482239710952,1
79,432985673,4,417091976,3,60.83871358,65.93346099929346,3
76,46805078,0,42745518,0,82.72816701,76.10014406548207,3
3,42938,0,41050,0,39.75545437,21.90854826149052,1
74,199157816,1,179149569,1,82.33115631,74.9078132636585,3
74,43449681,0,39531248,0,60.10384953,63.21399784353876,3
3,42091,0,39090,0,39.71552482,21.887847626528902,1
30,42643876,0,34095314,0,51.92629595,39.924489896908746,1
96,345218677,3,264186030,2,96.29885587,91.7648126209935,3
1,4733,0,3791,0,53.83178617,28.630094455732912,1
77,216681150,2,195434300,1,73.60698639,71.71318019449048,3
22,15981168,0,15834109,0,59.91332341,40.59144470568513,1
8,5000,0,2225,0,22.93627478,15.35387910433993,1
51,98451082,0,183675078,1,65.67511673,56.18966679087461,2
70,166316500,1,145332839,1,50.93222289,56.77948537028985,2
53,172556542,1,162199043,1,56.09786702,52.1028664111233,2
2,196946,0,157740,0,53.96035289,28.839689439148213,1
3,46452,0,41405,0,36.30698406,20.12081682068467,1
43,176021499,1,164666969,1,60.22889894,49.916532144793045,2
50,201371731,1,149685609,1,65.57315921,55.720067229225016,2
3,43374,0,42455,0,38.80385092,21.415224939654983,1
36,416818741,3,385581213,3,57.01838029,45.326374723798615,2
1,0,0,0,0,53.07574333,28.368027894568286,1
1,21813,0,17030,0,53.42439883,28.427564918360275,1
80,393466311,3,364870632,3,60.06801232,65.94611022943897,3
33,79714645,0,70365007,0,48.77165835,39.6044852211364,1
63,313906289,2,308545496,2,54.73701109,55.79181412653623,2
73,43331294,0,39413825,0,86.44300832,76.4355840919113,3
62,303879880,2,224277176,2,54.96922224,55.45820816425471,2
48,156141270,1,169957861,1,64.72757735,54.409928671127815,2
57,67074043,0,90396179,0,51.27258928,51.29277433502223,2
47,139856956,1,149117330,1,50.56554161,46.6268233515213,2
3,41463,0,39083,0,38.58789606,21.303269910951308,1
1,21896,0,17665,0,53.6095183,28.514874917056805,1
4,45824,0,40605,0,36.15041553,20.472575710153823,1
71,42318308,0,38898230,0,54.52255988,59.3114635835843,2
1,33843,0,35737,0,53.94011842,28.686269141080803,1
55,253115999,2,187243643,1,64.20549595,57.195978273188814,2
3,41499,0,39079,0,38.74050213,21.38238291069235,1
77,212600881,1,192199786,1,75.97742871,73.10489971744295,3
76,218632401,2,197511311,1,68.82386879,68.70629122298706,3
3,41541,0,39114,0,38.80339371,21.414986749798405,1
31,35694686,0,38091651,0,65.01384072,47.14145734937265,2
75,216400171,2,195402500,1,54.47835534,61.095233797758254,3
1,0,0,0,0,53.91915758,28.675387007606414,1
77,47963017,0,43740826,0,60.63762449,64.93433649783776,3
28,27562611,0,24913780,0,61.01758373,43.766158106144836,1
43,118530213,1,90367957,0,67.01301063,53.4037112501243,2
71,358189993,3,312072124,2,43.77711183,53.584470749712885,2
40,399410074,3,388579097,3,58.85386953,48.00627266118898,2
1,37638,0,37219,0,39.86747047,21.10076401283913,1
27,18156129,0,20724623,0,48.74849312,36.96967173593198,1
44,14263098,0,17833180,0,50.59018007,45.282633750155995,2
60,186077146,1,238284566,2,60.23702709,57.299192708986986,2
8,46226,0,32383,0,22.71239498,15.23783309433665,1
75,214214238,1,193868019,1,72.46939407,70.42117902262076,3
76,214748365,2,194347270,1,59.71680042,64.24322311869398,3
50,54503407,0,42634694,0,50.76341132,47.98479905895978,2
75,81998578,0,78321118,0,53.01750042,59.990791153866326,2
97,372463136,3,333601169,3,79.42143941,83.32712757310573,3
3,41204,0,38885,0,38.55970153,21.28865339224636,1
25,14241681,0,17824774,0,50.48898458,37.004564342885224,1
81,412329319,3,391200710,3,59.21907759,65.94914739743876,3
45,29409025,0,26678668,0,51.97034037,46.43651560737538,2
72,193559860,1,175793469,1,55.98172464,60.27612830427134,3
72,198711876,1,179171941,1,75.32069042,70.59370326348268,3
72,198642237,1,177167401,1,52.75987805,58.750224620309446,2
77,407107275,3,391097137,3,55.90660143,62.498982818605526,3
1,44454,0,38069,0,54.01732071,28.726294789729508,1
79,432121324,4,401337504,3,55.11334455,62.961650040649474,3
29,19327353,0,15032386,0,73.20323087,50.80224648725112,2
4,42419,0,39698,0,36.01223693,20.40094112053806,1
76,213674623,1,193273528,1,61.45748374,64.99793464951608,3
61,243745577,2,228589108,2,65.58728188,60.516909165978376,3
97,356482286,3,270582940,2,79.82685519,83.51959345332344,3
27,67702456,0,65950920,0,59.67958823,42.65798769519183,1
3,42036,0,39126,0,36.31526462,20.125108045979268,1
74,377114827,3,364309608,3,68.5409509,67.73713730829402,3
49,175880548,1,148554276,1,61.53113057,53.18556730446523,2
1,0,0,0,0,54.04668663,28.741499743187084,1
72,194053904,1,176121422,1,60.64353919,62.83592688841664,3
52,401705474,3,374959198,3,43.47764021,45.22764951944347,2
69,344760756,3,332094009,3,54.09610626,58.06947642354265,2
77,214382181,1,194493036,1,54.32457336,61.59063540093056,3
78,215008277,2,194241894,1,73.99227147,72.35385073756039,3
72,194347270,1,176093659,1,71.55541858,68.49285008022736,3
30,19327353,0,15032386,0,73.71085668,51.20827208934834,2
1,0,0,0,0,53.44421823,28.437830734558325,1
1,0,0,0,0,53.83738957,28.620009604699785,1
96,358660031,3,323030919,3,69.00701669,77.48969142764022,3
2,0,0,0,0,53.42875702,28.5640226228548,1
74,193661910,1,175349778,1,81.12123872,74.174560426691,3
73,362552528,3,334885757,3,58.57954439,62.130181090642026,3
79,411783788,3,381090739,3,66.57784967,68.89580367862025,3
57,105336108,0,104684251,0,55.71223698,53.60635223735695,2
76,47251329,0,43148508,0,70.08068884,69.39652279713218,3
2,0,0,0,0,53.6277812,28.667199373457894,1
73,197479001,1,179059687,1,72.71127382,69.6735643894599,3
34,48162935,0,47086088,0,38.86323723,34.888297595774354,1
96,362555260,3,274811788,2,92.91762391,89.90574036793772,3
73,197568496,1,179314885,1,60.81049951,63.50412400311177,3
75,214748365,2,184683594,1,75.30138985,71.99996363083334,3
53,326864367,3,302775418,2,47.46094296,47.69224667209324,2
74,119952730,1,117797695,1,67.76943683,67.2230014595889,3
73,194347270,1,177167401,1,68.93583286,67.42512198212967,3
53,223362248,2,214041477,1,51.82220479,49.90956199274574,2
72,194347270,1,177167401,1,73.82852791,69.52863300268085,3
30,46103624,0,42046041,0,65.17874061,46.79729842437294,2
76,216004736,2,195554990,1,77.52489878,73.47573389875461,3
96,370625073,3,332791486,3,65.73619231,76.08904571215386,3
82,454871348,4,435620744,4,53.87319168,63.630393536299806,3
52,323340207,3,318853765,2,59.50930343,53.508112680270386,2
74,194347270,1,175019917,1,72.65513613,69.88960864569438,3
74,193027709,1,175276188,1,79.81761997,73.49858464540506,3
3,41485,0,38939,0,38.70925954,21.366186307051535,1
73,194347270,1,176093659,1,65.04406964,65.55020760981289,3
67,265850762,2,229511156,2,58.23582514,59.30868076629523,2
72,43891616,0,40003850,0,70.95730838,68.31693971602996,3
2,0,0,0,0,53.21987502,28.45573544880653,1
2,0,0,0,0,54.01389641,28.880354364751774,1
4,43983,0,42747,0,36.23134144,20.514528817280194,1
76,47224678,0,43163572,0,77.52489878,73.40289124352375,3
30,35664168,0,33164332,0,43.83101165,35.725970714909764,1
44,31467894,0,25668211,0,64.53524494,52.5176510743344,2
3,41654,0,39203,0,38.70529707,21.3641322082501,1
82,445790513,4,427324925,3,61.25782144,67.45474199823407,3
2,0,0,0,0,53.20763057,28.462375556882936,1
4,5288,0,2513,0,22.83243763,13.568343107601034,1
78,396937172,3,377565087,3,47.43574568,58.5351493651301,2
3,48671,0,44824,0,39.82891255,21.946632109716333,1
1,43340,0,34989,0,53.98733218,28.840625318214425,1
1,0,0,0,0,53.64791191,28.534769687410655,1
38,57118476,0,82347369,0,64.46016113,49.89969586239722,2
3,42388,0,39660,0,36.30860969,20.121658242816395,1
1,0,0,0,0,53.95858886,28.825706620187777,1
35,35852283,0,37358725,0,43.99718156,37.97772391236514,1
20,17452542,0,13730061,0,58.75170882,39.12326700353286,1
83,470625152,4,456164512,4,50.55233336,62.34994838836995,3
4,5108,0,2333,0,22.98174163,13.645744181867256,1
77,213674623,1,194347270,1,56.26801646,62.7234948306825,3
31,61741503,0,58480502,0,64.66560019,46.97147016879827,2
1,5190,0,2279,0,23.0336094,12.373853934409707,1
81,420459330,3,414587098,3,40.93672894,56.47841616549644,2
32,57778904,0,52337783,0,64.3411345,47.233908468329474,2
71,42457668,0,38894971,0,74.27742186,69.5526750905204,3
22,17906212,0,17988447,0,50.30808238,35.61288493325169,1
64,232691563,2,216156993,2,54.26090455,55.938629370886446,2
6,29186,0,20067,0,22.71239498,14.371973631022485,1
53,246501033,2,262072664,2,49.30974205,48.62309242305831,2
3,41451,0,39014,0,38.57230017,21.295184778485712,1
42,57698664,0,101543183,0,57.055973,47.797377474721756,2
50,166972499,1,145921095,1,61.27341733,53.48225077618624,2
59,98340093,0,112753149,1,47.50458098,50.21742937732842,2
55,206834166,1,204726298,1,61.75216552,55.91735133798373,2
3,37548,0,37146,0,39.79076103,21.9268495859828,1
79,46770463,0,42769998,0,85.22364797,78.54108660180542,3
58,146900007,1,211029733,1,63.89815018,58.31621214617692,2
27,38272978,0,28834008,0,54.48021227,39.947515570552916,1
1,4787,0,3791,0,53.67592887,28.549295995504295,1
3,43450,0,41776,0,39.74260173,21.90188556363872,1
31,72583769,0,70632829,0,52.43445788,40.63589026547326,1
62,249689131,2,243573226,2,58.04369593,57.043846307468634,2
3,42849,0,41352,0,38.72902111,21.376431816180492,1
2,21402,0,16686,0,53.80522195,28.919378406694317,1
61,257249320,2,264845975,2,57.50276738,56.3369723297134,2
79,413001969,3,405491462,3,49.44853025,60.02144899199965,3
97,372055375,3,333368783,3,79.52530969,83.67089020192986,3
3,41984,0,39192,0,36.20004806,20.065378269718995,1
32,45544699,0,43538720,0,56.47750254,43.152518180143964,1
3,41258,0,38885,0,38.83712554,21.43247365755577,1
76,215822107,2,194347270,1,57.40259956,62.89656372641233,3
72,43061158,0,39160036,0,69.73628777,67.6316160937098,3
71,42266952,0,38705498,0,86.12340744,75.69370354874164,3
72,194347270,1,176093659,1,55.65299232,60.24882330814324,3
77,46985789,0,42927689,0,80.32835877,75.12454852020242,3
29,114003354,1,107417569,1,54.15407015,40.67924670243245,1
74,358750203,3,355410083,3,56.33571708,61.403566858188675,3
71,194136487,1,176040683,1,61.28263716,62.881513344304054,3
78,206850190,1,226777160,2,47.85307552,58.67409700700964,2
75,110539708,1,101990645,0,45.11393892,55.90533162040582,2
73,42403570,0,38794510,0,79.1484297,72.74887065507846,3
1,0,0,0,0,53.84257789,28.644345617775798,1
58,180899867,1,202962152,1,58.52808302,55.53834800917356,2
19,42298095,0,38727605,0,42.62621624,30.341966791213792,1
61,228779499,2,226637940,2,62.07520878,58.692317404814204,2
36,330149847,3,325535674,3,49.66585673,41.48137582215473,1
28,25291668,0,25242892,0,57.35701945,41.868022764994485,1
9,12525945,0,10399824,0,55.83717788,32.84826799161205,1
59,200983635,1,167413971,1,56.29781957,54.811801421445054,2
95,355408544,3,318901322,2,81.79447589,83.82714876536166,3
8,4291507,0,3367947,0,79.21307624,44.733725741363905,1
31,37843535,0,39573277,0,63.75367227,46.488994849838406,2
42,117513484,1,118731355,1,52.37100749,45.38625360178648,2
96,359177279,3,271845447,2,73.20540997,79.94498615653956,3
3,255237,0,99808,0,53.7895532,29.1840715909221,1
41,163071212,1,148744180,1,46.49221958,41.92287403950772,1
76,217969590,2,197568496,1,79.68801559,74.33826751235337,3
73,197568496,1,178241143,1,64.11691581,65.07077981128761,3
76,214725211,1,194129622,1,62.19017912,65.23534069469477,3
1,4769,0,3759,0,53.42439883,28.4275580336628,1
50,203167267,1,170071305,1,54.80142669,50.14080910050004,2
3,42182,0,39504,0,39.73198433,21.896380565933015,1
1,5116,0,2333,0,22.86718548,12.287577581983308,1
32,109452810,1,125337428,1,50.39291997,40.03113309153398,1
76,407941081,3,382964558,3,57.91262947,63.10439078556629,3
2,0,0,0,0,53.69055994,28.69974469734847,1
32,49043285,0,60783571,0,51.76698416,40.71516726885351,1
74,193273528,1,176093659,1,62.96189071,64.86449398490916,3
65,271252347,2,281767241,2,58.09937378,58.3849617247498,2
41,92060983,0,95176774,0,58.33321056,48.03309916424827,2
64,277583669,2,255591690,2,45.87412438,51.609942631473444,2
3,41494,0,38632,0,39.81240224,21.938069914648302,1
85,415362338,3,386903816,3,55.59890006,65.80384916223097,3
81,409650509,3,401691961,3,42.48117952,57.273717083903755,2
76,215959120,2,195720011,1,81.26267249,75.12341041785893,3
96,365072220,3,327491256,3,68.36646598,77.45015387937065,3
36,82986548,0,62906932,0,51.38262414,42.25591900593031,1
3,40939,0,38394,0,38.51982279,21.267979558946998,1
2,0,0,0,0,53.74441477,28.727663749011853,1
3,43160,0,40124,0,36.3091177,20.121921883213805,1
63,258063185,2,252755934,2,55.44314434,56.13258749033567,2
69,328595931,3,325221778,3,60.29976626,61.28027700963949,3
38,118360122,1,86622498,0,43.07067378,38.82618466621267,1
1,4775,0,3819,0,53.79671309,28.59892433414925,1
66,287151348,2,272903790,2,56.93587954,58.21641356392413,2
30,19133343,0,14699494,0,73.71085668,51.20815326883226,2
79,418967060,3,407081036,3,61.40656663,66.2223820577447,3
72,42499036,0,38902281,0,83.22323706,74.33318014226927,3
2,0,0,0,0,90.51293865,47.7889497616492,2
68,363089681,3,321334350,2,68.44519111,65.07713909245976,3
2,41708,0,33685,0,53.98432295,28.852052419086277,1
2,22143,0,17175,0,53.79007203,28.75134200228325,1
55,354981685,3,348753840,3,65.43244057,57.891476056874936,2
37,366012520,3,336290588,3,51.32542227,42.7853093849167,1
25,28211289,0,25578004,0,60.19374468,42.040587357560604,1
64,295471348,2,275369995,2,54.46034909,56.069681428622374,2
79,431963283,4,399944072,3,51.42920862,61.05139908855876,3
83,425540360,3,409821434,3,58.56034163,66.48069339251911,3
24,12621004,0,15150417,0,51.41528916,37.05087752865663,1
28,33869859,0,30551216,0,51.16280842,38.66002240672846,1
77,214748365,2,194347270,1,64.55024479,66.89180991470919,3
71,194347270,1,176093659,1,61.28263716,62.881573759892284,3
30,31913535,0,30837729,0,44.76351394,36.20800923633519,1
98,362924737,3,326417514,3,67.39209839,77.79715958792043,3
2,42040,0,33875,0,54.03444218,28.878035005480335,1
30,19353717,0,14935980,0,72.91797672,50.797217331996656,2
83,476948123,4,449001086,4,51.80630409,62.999888375146114,3
76,216895848,2,196494754,1,66.69157063,67.56994818586519,3
72,396799999,3,385150582,3,41.39154987,52.8058563891537,2
53,270190357,2,186664460,1,57.68565081,52.95396243956375,2
76,397637974,3,373924301,3,44.06733768,55.92242129030949,2
75,224938974,2,200172857,1,56.03756629,61.61651983656629,3
71,193621695,1,176055394,1,60.18665521,62.313226402705055,3
76,196124152,1,212674048,1,50.5810867,59.216868856759625,2
76,380441365,3,371269588,3,54.63281833,61.3951472813032,3
80,237785133,2,201350921,1,69.55282857,71.0852571824839,3
98,356482286,3,318901322,2,98.04825558,93.55234868400616,3
77,47493172,0,43363331,0,88.38665895,79.44948619314899,3
72,194347270,1,176093659,1,66.05101992,65.4964317622061,3
73,196477611,1,178595922,1,62.1793874,63.92330116078441,3
1,0,0,0,0,53.64251605,28.531972402671133,1
3,41001,0,38763,0,38.595059,21.30698309540655,1
71,42391970,0,38642993,0,62.67954202,63.54011053915311,3
3,5054,0,2279,0,22.88816627,13.164307064947511,1
79,399557660,3,393148534,3,53.31036792,62.017628654830865,3
78,429114240,3,400568300,3,61.72590142,65.95589513898915,3
2,5000,0,2225,0,26.58134477,14.645972916765123,1
79,408952328,3,391187699,3,54.46258434,62.616683992647864,3
80,435776086,4,412657535,3,49.74480141,60.614814742060545,3
1,5303,0,4187,0,53.93451503,28.813228585284847,1
44,203918959,1,190384866,1,52.51751744,46.36393485751627,2
71,42391623,0,38887768,0,84.82144895,75.0188204699688,3
52,154413189,1,167926626,1,55.59610601,51.4069089149928,2
2,0,0,0,0,53.51415687,28.75116073814981,1
17,20633,0,24534,0,5.477561981,10.199399070742809,1
71,42382898,0,38842972,0,59.68037837,61.985347083797556,3
38,85221593,0,77094064,0,47.32555842,41.02220755298382,1
7,5000,0,2225,0,22.873688,14.888506899034095,1
81,389816552,3,379458809,3,55.32137445,63.92072065642708,3
3,41631,0,39187,0,38.6059812,21.312645547109447,1
78,409033615,3,396765193,3,59.10929673,64.59393398227536,3
96,76616056,0,59115176,0,57.67892979,71.49327705495634,3
63,414040155,3,372256267,3,50.47343948,53.618798553518026,2
67,296667127,2,305387456,2,50.68375543,55.41757887490672,2
71,193328196,1,175357435,1,86.12340744,75.7589566422788,3
3,41966,0,39120,0,39.7410777,21.90109455318722,1
56,179507975,1,197934777,1,68.57331111,59.878633885345074,2
30,4170189,0,3240044,0,72.61518602,50.77700731001814,2
95,357241713,3,321593215,2,98.07865917,92.41730018037437,3
1,21667,0,17048,0,53.86831199,28.65769530498918,1
73,196494754,1,178241143,1,85.98155861,76.5526452485012,3
37,479706736,4,453294059,4,48.02579876,41.12700203323886,1
4,42319,0,39300,0,35.90423411,20.344950927597953,1
8,5128,0,2387,0,22.93124548,15.351271914693932,1
3,41403,0,38976,0,38.55965073,21.288627123015285,1
30,137551185,1,108860755,1,53.18478796,40.615438260951606,1
76,212600881,1,193273528,1,73.3271281,71.15106656073212,3
55,90061518,0,94750843,0,57.56332212,53.6943923671138,2
76,213674623,1,193273528,1,61.45094645,64.99454563246324,3
33,54300337,0,45184400,0,61.15342548,46.01189061749474,2
3,5132,0,2369,0,22.77884262,13.107632286010968,1
95,362924737,3,326417514,3,64.3527771,74.82318322757618,3
80,434587492,4,423243529,3,63.42544732,67.7091222913071,3
60,382938821,3,357786926,3,50.8899057,52.52552646362686,2
13,5000,0,2225,0,26.65607297,19.44690335378962,1
54,35888333,0,36697687,0,54.36032202,51.57557490119019,2
79,406712684,3,379000214,3,43.77751824,57.0741771651221,2
85,497769721,4,473332422,4,46.55094548,61.15151108145234,3
40,104481576,0,95683252,0,53.80552481,45.255939201175345,2
3,41204,0,38885,0,38.69605129,21.35933889981791,1
1,5360,0,2585,0,22.79474332,12.250022726519626,1
1,22307,0,17393,0,53.48209301,28.448816006332017,1
80,407895685,3,388061082,3,65.04508331,68.53477756060096,3
26,33591863,0,29870577,0,47.88147325,36.092866775083266,1
26,34694624,0,28342073,0,59.46129653,42.09591371427787,1
39,124216721,1,124929699,1,51.9452955,43.86970520881913,1
1,0,0,0,0,53.93005307,28.68103537281726,1
3,41299,0,38470,0,36.16814506,20.04883901656735,1
28,19327353,0,15032386,0,54.93005099,40.95687318017943,1
3,43953,0,43759,0,36.30576484,20.120184708178066,1
54,172342816,1,188143082,1,51.91786299,50.374546402115094,2
60,224585605,2,217095466,2,65.74075156,60.15656601591602,3
29,36916342,0,29012525,0,52.02134453,39.538385736887555,1
2,42633,0,39696,0,32.90169457,17.922542337486764,1
1,0,0,0,0,54.11444617,28.763639387378156,1
54,175126706,1,168370162,1,52.94343263,50.90245845039019,2
76,48938787,0,42989690,0,81.09996659,75.27825647871383,3
74,345766518,3,344856203,3,48.90267401,57.54483619242389,2
24,34919568,0,32619575,0,59.26891332,41.13133047657407,1
72,194347270,1,177167401,1,67.71968928,66.50459648167266,3
77,218886628,2,191388418,1,94.59604733,82.7583059798675,3
71,193056859,1,175158738,1,67.53041915,66.12000034748979,3
11,5054,0,2225,0,22.82964358,16.597379289315562,1
73,193983232,1,175281770,1,75.46036015,71.09707986874014,3
27,9111662,0,13754919,0,43.29074351,34.13666536982502,1
81,430873620,4,403163760,3,66.07070375,69.50806029074447,3
45,179837951,1,170026139,1,71.18595333,56.464738716518596,2
45,142769788,1,110421756,1,56.61161706,48.88739871183502,2
3,40875,0,38583,0,42.70587213,23.43808257957148,1
75,214088051,1,193347752,1,85.11178767,76.82782218433259,3
76,215822107,2,195421012,1,72.4224916,70.54044633133395,3
75,46805637,0,42676383,0,85.11178767,76.75570771998802,3
72,194011558,1,176866948,1,77.08731537,71.36075266585155,3
72,194617501,1,176170824,1,53.80657091,59.438888669396164,2
1,0,0,0,0,53.47098999,28.45170956679231,1
80,107216225,0,100136942,0,68.07790021,69.97360377426446,3
2,0,0,0,0,53.20680044,28.44895741470082,1
28,4164044,0,3244816,0,55.30464812,41.084338784120014,1
79,373632500,3,352854203,3,61.36993915,66.18087059077902,3
29,33489995,0,29378286,0,53.38474051,40.24447901287332,1
83,474311310,4,450784629,4,58.84797662,66.65017241766942,3
3,42526,0,39788,0,39.82398486,21.944074992356658,1
2,4733,0,3751,0,53.56427609,28.634279416270086,1
1,0,0,0,0,53.59582111,28.51642366000322,1
1,5234,0,2459,0,22.80251587,12.254052061489565,1
72,194173569,1,176386202,1,67.8253236,66.55914482883941,3
79,443815185,4,415729512,3,61.90842925,66.49021101979457,3
28,19327353,0,15032386,0,55.71836522,41.218350662853084,1
84,486192857,4,462533382,4,49.28865965,62.13277826796891,3
82,453190705,4,424012599,3,67.48637391,70.68467584099625,3
59,94440343,0,114175588,1,57.63871073,55.470512176668066,2
79,407307214,3,400775542,3,51.67904771,61.17541554296457,3
76,213674623,1,193273528,1,64.67102901,66.93229311727933,3
1,4811,0,3855,0,53.92569487,28.67877799224929,1
62,260170166,2,250807806,2,56.35344662,56.17162644913447,2
97,81587872,0,73964752,0,56.28254377,71.2067493084072,3
28,19272675,0,14939156,0,57.08164972,42.01164718773281,1
31,28741183,0,26300373,0,43.24293981,35.85090867322428,1
73,196940506,1,178489358,1,85.98155861,76.55280330974244,3
3,42669,0,40614,0,39.71745526,21.88884886439969,1
72,43589325,0,39650383,0,53.16456747,59.040849438810355,2
82,54266470,0,49647685,0,59.99883782,66.91777645054853,3
2,5074,0,2225,0,22.90269535,12.738912727567472,1
94,339085742,3,287974966,2,60.40591386,72.15259879648339,3
99,84218745,0,76048994,0,55.02115799,71.41975379630725,3
72,194606908,1,176620789,1,77.62223177,71.6381429463478,3
31,37318521,0,33787519,0,47.69874222,38.16449978994715,1
76,213602075,1,193415004,1,90.64399576,80.10264522047508,3
72,194391862,1,176267139,1,55.32975961,60.081304106132386,3
49,323946550,3,319328560,2,48.464973,46.48405296615022,2
4,37939,0,37537,0,37.15134671,20.99146908698025,1
64,198003186,1,201782515,1,51.5616467,54.52809770140891,2
72,197568496,1,178241143,1,57.03609622,60.96706347959567,3
72,196623635,1,178196268,1,84.55746693,75.23427578519666,3
71,194624636,1,176721694,1,78.23393539,71.6695532599321,3
1,43294,0,35037,0,54.08788194,28.892751635347835,1
75,216895848,2,195421012,1,65.22742508,66.66781129747305,3
2,7416,0,7557,0,53.94696701,28.83267288448224,1
80,423953771,3,393596185,3,59.45296518,65.64068621238665,3
57,351978396,3,331356558,3,54.70510809,53.19157533875734,2
3,41295,0,38885,0,38.6326009,21.32644540473471,1
2,5144,0,2369,0,22.84737311,12.710232999460782,1
31,16829306,0,17351355,0,63.83444579,46.52107686985348,2
4,40875,0,38637,0,38.58799767,21.736248748031148,1
66,331219738,3,312976679,2,51.7482386,55.54615458944255,2
30,19327353,0,15032386,0,72.24494709,50.59119100273982,2
43,133890577,1,128559498,1,51.42245209,45.3334012940596,2
50,303190366,2,237203522,2,40.41048186,42.71836578539308,1
54,182299180,1,163424331,1,52.98503861,50.9245819677007,2
54,188703950,1,181247873,1,56.35024616,52.67459274430672,2
73,43345328,0,39553837,0,61.43351368,63.470367768371304,3
2,4903,0,3883,0,53.96346588,28.85421251025718,1
75,202597015,1,182707270,1,75.8649458,71.88625377377855,3
75,219922739,2,198801224,1,72.68439829,70.5653594108085,3
56,255421859,2,206423318,1,51.54147872,51.06851070316439,2
61,176403614,1,171121243,1,57.97318421,56.54133919031245,2
3,37638,0,37219,0,39.79639994,21.929772908041258,1
2,0,0,0,0,54.03340452,28.877479833482592,1
59,148798227,1,150831164,1,45.01533427,48.947083799994196,2
47,179270561,1,143929370,1,59.72271824,51.38196297135696,2
1,0,0,0,0,53.57413391,28.49652220257743,1
98,367300462,3,330056104,3,97.85244816,93.44715854735364,3
73,43339035,0,39308321,0,79.49532117,72.9766557873066,3
6,5000,0,2225,0,22.81826416,14.426848055963763,1
31,43850563,0,42716657,0,57.0722801,43.02735854508133,1
26,17407928,0,21348084,0,51.59288929,38.01128378506991,1
1,0,0,0,0,53.80013739,28.74356329567875,1
2,196736,0,157355,0,54.01856591,28.8698676996831,1
71,193273528,1,175019917,1,81.36062808,73.14258655007592,3
28,21607121,0,30866868,0,39.89454738,32.81564888134962,1
4,37307,0,37039,0,36.036977,20.413764927022164,1
1,6257,0,21831,0,53.68827708,28.555701822467967,1
