CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
20,129653442,136743394,29.074163687135137,23.688903024107432
23,138140285,141095725,32.54913303332387,26.59900704284603
28,158999453,156402782,37.84775800640913,31.485624035267012
33,181962241,173801281,42.72890682126096,36.051015447036406
35,196981794,184508410,45.86207788663057,38.61627550949231
34,200738149,185800412,47.22847141743247,38.91762848165663
32,197390499,181616054,47.60743268234986,37.938678209701884
30,193288550,177594313,47.90465915303094,37.15321545941139
30,191128794,175713814,48.81025009030517,37.76216575770807
33,188925251,173548957,50.671380725606035,40.224280621219485
39,183434842,167733708,53.33369685604238,44.087056249265196
45,173386383,157140784,56.02769629084574,48.09557593526322
48,159752004,143068374,57.591078277897786,50.649545986765915
49,144744939,128024199,57.087014817891564,50.577843831983756
46,131891881,115479860,54.43257613988184,47.86232117125651
41,126330434,110016026,50.53726961860051,43.773953904429234
37,132914124,115690570,46.870877583024985,40.24481530869689
36,152435161,132828039,44.853909101356194,38.90774080993317
39,179560225,156381759,45.44332570258812,40.44904093639147
44,205240603,178254658,48.9256255791645,44.55989045677258
51,222023729,192059045,54.78962623686056,50.28303420488559
56,227783017,196279921,61.715480078811034,56.37934115439663
61,225015193,193438845,67.79682707813922,61.51486833180339
64,217084835,186681907,71.00097960287258,64.36663684038687
64,205359084,177332742,69.8130897903576,63.907279674437525
62,189889259,165610900,63.98013432675095,59.9551442330472
57,172574624,153403275,55.00701825771859,53.630862908434985
53,159079563,145768213,45.800005142092004,47.12561491310871
50,156813329,148917772,39.262815503138626,42.62643714627897
49,170186210,165939738,36.66086878089083,41.07873975368713
50,197177991,193980161,37.058473818384684,41.773168900017964
52,230091939,225393068,38.33118550670616,43.082202587587894
53,259761331,251897471,38.9054448781716,43.718540213820155
52,280237421,268739693,38.85074816906281,43.5847894729613
52,291412815,276597203,39.61834520824385,43.734415055106
53,298432998,280644472,42.80268824481494,45.588393240425
56,308009167,287259186,48.91432035500681,49.93604371626832
61,323353353,299721579,56.98696867043853,56.330670334758544
67,340947815,315272648,65.13004031711809,63.243640266095646
73,351791279,325802312,71.44488532901516,68.81834272286447
76,346657838,322288719,74.61374273362885,71.64849565220494
75,321809637,300295315,73.99778995983873,71.11859483085854
72,281518433,263022644,69.61690981040975,67.35867035824161
66,236545565,220412681,62.2822262227048,61.14773895644141
59,200244349,185385216,53.61888498571818,53.844012052685876
53,184041215,169076672,45.587671916355745,47.09012261505577
49,193171585,176467247,39.645767627781424,42.189534333010094
46,223890101,203825647,36.158034951332965,39.50139361904522
46,264130946,239650641,34.47747686866064,38.347770813939874
45,298423698,269524827,33.58401612709275,37.58072468349904
43,314947310,282729958,32.869593923297664,36.462679471874445
41,310661047,276888690,32.60465648136353,35.24331476190827
39,291411243,257869147,33.7056873839502,34.95462514343646
39,267224491,235240490,36.843248282936905,36.50990578928963
42,246396523,216717322,41.587663027462526,39.82795090365974
45,232696667,205651347,46.44447061186921,43.765773058729266
48,226853782,202548861,49.868036258502784,46.93642444332382
51,229201645,207520255,51.38028530436433,48.68325723498648
52,239720785,220150420,51.810452077728236,49.39181805949038
52,255679532,237233043,52.48897744140421,49.96915158763643
53,270807141,252251424,54.108988308070344,51.02455681255401
54,278579460,258878300,56.166196708626,52.447680123596484
55,277146891,255801652,57.37517674379708,53.656065164416695
57,270765907,247842137,56.69792318984484,54.190962486921606
59,265757717,241672294,54.16354735073593,54.08956060661138
62,264619207,239915567,50.84873430370016,53.736441300975365
64,263698201,238966222,48.076979363591214,53.3846671212802
64,256142912,232099320,46.502225915622304,52.789751721395675
62,237177127,214816465,45.799713904476405,51.29657228334962
56,207799728,188439959,45.212143800815205,48.41657249659602
49,175249365,160285126,44.53437994347151,44.5563897908993
42,150598650,140944114,44.68883613700598,41.273553848129026
38,144493065,139967126,47.24748581621336,40.59868551699749
38,162527315,161569745,53.114171277989975,43.69479574852155
43,202186333,202177166,61.41190525111432,49.82579812132171
49,252694285,250854433,69.57628526582576,56.500332712486305
52,297967524,292470993,74.68930033232887,60.768741150442715
52,322210602,312908318,75.06628701781005,60.794214854382005
48,316713949,305000559,70.95165336698754,56.68145658364514
41,284401949,272297649,64.01083584240712,50.147112207016775
34,238273408,227338831,56.33317275343909,43.459770415694
30,193824316,184558388,49.85888637835789,38.500295547002864
30,160915910,152800326,46.33977910722475,36.43282032268096
32,141049379,132941012,47.15086895352424,37.730612794476926
35,130596313,121149187,52.54031164314386,42.04873155671149
39,125423873,113480883,60.925149773809586,47.97828331255644
42,122956768,107956160,69.24480119866719,53.2883688474214
43,122013244,104285273,74.52257350081402,55.98038640000885
41,122809734,103491339,75.58003521070557,55.55887615010258
38,127507597,107983584,73.61934205168598,53.45711419194728
38,139515293,120707327,71.30249647794588,52.15513765760194
41,161043157,143065559,71.04511876373022,53.605526830163875
48,191188010,173590793,73.63020846436748,58.08948826789619
57,226656274,208961415,77.88269790394281,64.18587576297747
65,264014663,246064566,81.46059882766815,69.6773434293717
70,300665594,282589776,82.21442060393642,72.69177512187183
73,333949430,315934242,79.31450480812848,72.45692029182445
72,360494310,342629561,73.56163933493868,69.4436355867632
69,377247371,359547787,66.81940441179894,64.98238037913181
66,382833352,365343917,60.99683614665364,60.564852179973535
62,377292839,360130474,57.205089257506515,57.141150462205
59,360777975,344032811,55.52839608767551,54.79478863556723
56,333724189,317279238,55.39964896623671,53.01000694289328
51,299223122,282642959,56.16993266152038,51.312109250113096
47,264728267,247316117,57.416886507567256,49.727814368533615
43,239756283,220729850,58.853841236033986,48.66872132155891
41,230385603,209043634,60.087666911875885,48.409430604704035
41,235513157,211336791,60.58385969961264,48.7426903444766
43,248620589,221364587,59.910553631655226,49.15804432567988
45,263092965,232919509,57.954202022734016,49.25395404835551
47,275598029,243185260,54.83439685535287,48.862224496435005
49,284960801,251429914,50.702583336881005,47.84814373612944
51,289595062,256175331,45.82369277692225,46.04860635531497
50,287749434,255288458,40.89562554804521,43.57731236513001
49,280349681,248905275,37.05872158877333,41.097416833621196
47,272185625,240934676,35.324181213321125,39.58762104076694
47,268842249,236459378,35.942445277941765,39.7491234910074
49,271825971,237306544,38.413334758673535,41.64011346781929
52,276535943,240119877,42.08253377504016,44.80352470899321
55,274955454,238541591,46.58754827682859,48.59607530169885
58,260835403,227432627,51.68498070433413,52.36618748906537
59,233691060,206091133,56.75967864967487,55.46417864768416
59,199505400,178973904,60.627026926230506,57.25476940226971
58,168527065,154293636,61.90445462140626,57.2336248562629
56,151839927,141544620,59.73730396481479,55.24706063948941
54,157795243,148446864,54.397818236160994,51.69837970461937
52,188387597,177308110,47.319861982504996,47.49034500882403
51,236274595,221788336,40.47445836760889,43.5594302181031
49,284957693,266779858,35.46139892034806,40.287605411581644
45,314526925,293774737,32.90429830375269,37.347595645949475
39,311569999,290303367,32.452294643184,34.184316755444996
31,277265950,257653366,33.194616392437446,30.682606770574264
23,227431949,210903431,34.11090555847381,27.391265125764942
18,183724115,170541260,34.39584295728794,25.155409477316255
17,161771402,151204425,33.678798741252066,24.543807222722734
21,163946868,154853121,32.0745393393181,25.499990808014367
27,180597630,171931533,29.972267159738095,27.35636116784372
33,197730568,188605569,27.73375927541157,29.16324104383988
37,205690236,195049411,25.64616191247921,30.220120110853166
40,203634813,190036922,24.163707612543035,30.5317611987072
40,197733200,179755612,24.02451288642106,30.79825745841733
41,195291334,172461259,25.899684169794785,31.85003508974416
41,199780449,173286366,29.79081755176035,33.98174100450282
42,210335692,182777093,34.74749411310967,36.759335245066865
43,224667563,198877719,39.22461741799362,39.382178499394755
44,241413523,219187548,41.86326296469511,41.190243226786535
46,259836782,241421799,42.18813780101373,41.948136861885544
47,278454181,262954520,40.82309218604162,41.872774129403396
48,294916055,281087720,39.13695206808054,41.50584285503864
48,307141149,293973131,38.52895997918539,41.45256042258699
48,313870552,300757371,39.73960600342796,42.01870035712625
47,313577909,300267654,42.57148116864091,42.94346361087621
45,303069977,289607118,46.19335499700933,43.50993699851993
40,278453520,265133181,49.82304922455738,43.097722001365966
34,239228547,226447413,53.24845070393361,41.803993712148824
28,192279096,180256339,56.701512248747655,40.54431886158591
24,151145808,139665076,60.18643063914295,40.441994156546
25,129739231,118113576,62.998697186601,42.021823799832475
30,134875123,122193666,64.07987511681735,44.93167381444527
38,163111776,148616238,62.96725568935257,48.35641917887996
48,203649368,187004776,60.37205203636888,51.632615119018205
56,244513307,225858619,57.735256071609925,54.51504871160587
63,277587911,257442436,56.14047842905551,56.99561402938582
68,299852464,279001807,55.565936626100246,58.97357012153102
71,311411056,290784663,55.04523909614877,60.1067744139328
72,312937104,293414164,53.43400815033292,59.92772670660742
72,304621092,286787753,50.088655993198415,58.0712656123887
69,286622732,270635745,45.11324657365024,54.44862276569851
64,259704789,245408179,39.31626429690723,49.34690474181666
57,225319406,212584739,34.03547129081379,43.47734169183686
49,185656687,174728698,30.731566524236182,37.89463695084078
40,144147736,135755849,30.329821406483752,33.703662106565226
33,105817531,100983960,32.69213538881507,31.65405201689178
30,76556970,76221522,36.67252101841359,31.860610154988482
30,61384158,65996206,40.71770252690397,33.794390400783854
33,62638710,71777373,43.522533072880364,36.50263904370804
37,78844114,90925969,44.35496654048629,38.92778124524652
41,104561861,116849809,43.06894743613886,40.20555753105172
43,131757586,140945062,40.01432371747914,39.870498765556064
44,153068312,156393235,35.96179677315128,37.974210033277984
42,165775467,162091447,32.02137211321449,35.149756270698525
39,173443583,163542778,29.45134557212609,32.53555529307306
36,182912946,168932455,29.24300548680194,31.357971239773736
36,198362413,182783746,31.52553684735176,32.186800025007614
37,217882263,202740627,35.16632518677602,34.37118217591919
38,236507886,222997211,38.08245332458044,36.31522112109114
38,252976182,241306377,38.33330075400268,36.59938543858657
38,272481124,261928011,35.28905987047751,35.02776661181451
38,301168752,290421529,29.934932016843955,32.60628092797814
39,337399798,325196822,24.100626973646516,30.50188816038213
41,369344205,355113405,19.372105699630154,29.068530100651415
41,382324784,366461102,16.57176802490132,27.855335945375487
39,369214731,352847178,15.92284138600961,26.388822481082492
34,334548498,318975313,17.353980612630096,24.793527923083076
29,290051604,276197858,20.57699187128179,23.716794182758214
24,247179891,235365274,25.114391358246454,23.861345254460847
23,212763402,202854205,30.492025800000317,25.64389640737598
24,188694187,180506444,36.381853310809234,29.053174869208224
28,173179777,166872264,42.39023975585447,33.51212685069403
31,162207689,158365485,47.68187278106352,37.82084720088491
34,151696960,150924199,50.97674485744176,40.483567138108576
33,140055465,142220950,51.10329428041215,40.40696701582175
31,129300209,132935390,47.70535379439618,37.50342381988987
27,123510456,125899153,41.603981605253814,32.77332545864702
23,125663040,123758094,34.63139527862497,27.871259615086583
22,135265421,127007392,28.971760316655757,24.428162649380003
22,148594445,133911714,26.16611535164258,23.385168184730315
25,161472006,142392605,26.267650634485474,24.590822295972075
28,172507269,152292012,27.86609202144798,26.94280908779279
32,184046216,165778758,29.19288568622759,29.115617992899455
34,199697408,185044819,29.506250413896964,30.428656515725294
36,220218475,208952780,29.58910243291648,31.201186249528824
37,241228131,231658207,31.012987405375636,32.35527803399518
37,255109953,245078271,34.91473936487389,34.67340520981272
39,256305319,244146803,41.23876611061479,38.31395828631599
41,246296859,231282703,48.767656724037806,42.823536710695315
44,234293425,216478998,55.70098286120923,47.46004003516338
47,232344290,212117776,60.456310160665694,51.54211628384959
52,247450873,225196193,62.40941032685229,54.66602735587026
57,275756587,251855129,62.20486521011111,56.73582973343683
60,303417363,278469807,61.320762221540825,57.8113154042751
60,314748769,289676961,61.03874058179235,57.88558820101531
57,302510676,278320106,61.539456275092775,56.80016048781391
52,272457879,249816860,61.83741170491388,54.399512244268394
46,238329739,217360916,60.56135016539691,50.75926952793132
40,211595562,192090618,56.927247356337894,46.249055924581654
35,194670315,176511965,51.29550544748789,41.44617609968333
32,182471870,165847759,45.129580622728426,37.085396128087595
31,169245426,154476193,40.37225036929162,33.99860427246968
30,153578369,140778287,38.37041690958529,32.77690154727154
30,137726179,126651095,38.88672214945139,33.19579835262969
31,123525898,113744185,40.02579563041405,33.96617193839401
30,109857725,101070447,39.393816374182265,33.31838985919203
27,93957210,86182673,35.77734462490663,30.184935551525957
22,74614469,68090121,30.110468261735274,25.0892671596634
17,53912645,48795744,25.010706109573,19.98111525932487
12,36272404,32351471,23.202050134901402,17.072225343872983
10,26246172,22833535,25.884229062843275,17.507455546065255
11,27028425,23068689,32.11220284694345,20.825218961344277
14,40116073,34454671,39.5548384380348,25.532093702800474
17,65112793,56862384,46.01382129908699,30.223577501770603
21,98981860,87908320,50.53270611585914,34.28669795138535
25,135604210,122364768,53.382463805026944,37.73659566959628
30,167175839,153187253,55.27901965092736,40.650837738668784
33,187506495,174363304,56.70522174160312,42.921575605929576
35,195068968,183746816,57.712539516435136,44.408456616966674
36,193336997,183658450,57.95439695211898,45.023933394180766
36,188091176,178850723,56.795912124970755,44.58020881120603
36,183745670,173468407,53.69814623682592,42.779888846482415
34,181175752,169010932,48.86676590813828,39.604191633541355
31,178119102,164253007,43.63484384582226,35.74504905391999
28,171528616,156873069,40.080244026808884,32.559501011461855
26,160321428,145771754,40.02841813457553,31.49511393091055
26,146895659,132707496,44.100264798030715,33.39121165133268
28,136475062,122148279,51.37310047522454,38.07022859082125
33,134696502,119376430,59.79746022168747,44.40475546046719
39,145074368,128168041,67.1349778938559,50.83577466384058
45,167765699,149416271,71.9415118029355,56.0952002622676
51,199491421,180750677,74.05013548933468,59.68544613420589
55,233597737,216342264,74.24732207103781,61.75576690140799
58,260427670,247049842,73.36929418936327,62.488019967010956
57,269637683,262424046,71.53189951443858,61.59973608277876
54,254999621,255223246,68.18260540484398,58.54842090087079
49,218963171,226093725,62.989577999636296,53.35059787775946
42,172734466,184359459,56.764431575595545,47.20382886254633
37,130550119,143220180,51.47449768418041,42.146942659888644
34,101865416,112399677,49.17997766568342,39.88800831993727
35,87226617,93713067,50.69900678847535,40.74686470432045
36,80503005,82548379,55.03444147050602,43.53779720857003
37,75004737,73317962,59.95882777187479,46.384854640680075
37,68549652,64226713,63.29322831842705,47.81265350566163
35,64284044,58165041,64.00460130242828,47.433824314011666
34,67626039,59982712,62.481172880083214,45.91980183544645
33,82085620,72729976,59.95356448995995,44.36450575251363
33,106946337,95640460,57.56282353900296,43.49760032444675
35,138408995,125287186,55.732176312875715,43.321255293413024
37,173362836,159054886,54.22111315183993,43.430025727367365
39,212427918,197747502,52.67508812511588,43.643332166438505
41,258636086,244024415,51.040549517084564,44.22245746365389
45,311801918,296983783,49.39483110608843,45.36688846922991
50,363709384,347937654,47.47842461037434,46.55200060608769
53,399946779,382734902,44.66367618401138,46.57521150086897
52,408444778,390199692,40.606370643441416,44.45947679210285
48,387888557,369856794,35.942843822159645,40.40233516456253
43,348684302,332170751,32.21976059354195,35.862403935296555
37,305987229,291407391,31.006180986386134,32.71644647863189
34,271284521,257738640,32.93380619487622,32.22392723554254
35,248913887,234582172,37.387382060678256,34.50959874148188
38,237793478,220919849,42.902978682740034,38.66444735999687
42,234276165,214178764,47.85228057082677,43.175994306722565
46,233681862,211212061,51.0663824673214,46.50789206332378
48,231698631,208854622,52.275344720085734,47.77465083048047
47,226868770,205759003,52.214746342256504,47.243658229932294
44,222361600,204135279,52.2153351740033,46.22237722308419
43,224224181,208612074,53.40618917688435,46.24291806044009
45,236389262,222077892,56.07208905326849,48.08690122692697
48,256431323,241953766,59.65282571540815,51.383446352585466
52,276053567,260608594,63.333741511214846,55.03422706284448
55,286413903,270142160,66.70042969065072,58.06181910755645
56,284302112,267912183,69.92837907970069,60.20723298669109
56,274386541,258417911,73.37866111031647,61.85932310415602
56,265857778,250086997,76.93961238071954,63.442083129421995
56,266190042,249585200,79.65663061334119,64.80447477078135
56,276605826,257858292,79.98390460544756,65.1188009668288
56,291785820,270069289,76.56117601328381,63.35489988008602
54,302992890,278492489,69.10060779125547,58.98133740109042
51,302294924,276245255,58.89825423512486,52.4590827665743
46,286056493,260335745,48.60633307376796,45.25182333451066
41,256516641,233047115,41.20706865942452,39.29295850051555
37,220731112,200950470,38.6008303829385,36.11103357104223
35,187222829,171788708,40.612301724654536,36.08666480495268
35,162058717,150835044,45.131483801841206,38.342038136863536
37,146671517,138923001,49.42106286776393,41.38306667734351
40,139003749,133603002,51.77768730250022,44.07864841359781
45,137346182,132824323,52.430105905485966,46.310038583383694
49,143534413,138068398,53.07822510134432,48.83045674213281
54,161884481,153545800,55.42813526330471,52.40559782779426
59,194212418,181620444,59.77588442566837,56.87264147123613
63,235939839,218960533,64.6616248805387,60.93033823884564
64,277681684,257584483,67.82228914186041,62.92545809270679
62,310790292,289693482,67.64202118496729,61.969885655456444
58,331163141,311252276,63.924474188741534,58.36963371295266
54,338297964,321429089,57.53071792956634,53.06858309877335
48,332360807,320088735,49.545102366666924,46.84463191302275
43,313598448,307091875,40.91457854650896,40.137201141947365
37,284526190,283981817,32.67943701516089,33.50295567833601
32,251508137,255419633,26.095792695445514,27.925243622128995
29,223095396,228205253,22.201347477254203,24.47213348156827
28,206236216,208596180,21.251471685475977,23.666540497545096
30,203697317,200299483,22.688297783011215,25.261090849106186
34,214545520,204387206,25.633744274037618,28.568813895214916
39,236228779,220084860,29.31649038562478,32.87265562026563
45,265532079,244799833,33.100964486501,37.50492387941974
51,298034560,273722462,36.41076232438166,41.76281235978997
55,328437667,301015223,38.92684811469753,45.071117520614095
58,353095897,322997031,40.901321710997564,47.36467690751899
60,372490528,340583100,43.051753387114076,49.17540292091336
61,390609442,358214880,45.89492800791653,51.1424348967045
63,411575246,380092103,49.124671512600315,53.389426711934455
64,436621414,406998429,51.764648218156864,55.44641551602556
66,463280568,435601876,53.064076279092006,56.78532904754373
67,486157395,459629560,53.29998459660638,57.37466117873832
67,498537459,472034817,53.72107360534816,57.73148099191162
67,495185486,468080830,55.677725161419616,58.52248913612343
66,475879524,448531775,59.632908084316036,60.09793619804897
66,447094569,420578255,64.72757229979564,62.23735375923881
65,419447437,394745077,69.12838708021032,64.19713474555304
65,402096261,379335999,70.94195628495547,65.06448971473166
65,398509358,376605233,69.22059661035362,64.3090133996144
66,406812369,383521316,64.55357684443031,62.24543086417699
67,423244121,395659012,58.93052227647585,60.05799772191955
69,444402371,409990341,54.88164704994888,59.22851085435583
73,466310881,424268906,54.23262407003929,60.608547113652996
76,482923496,435047118,57.09183432415293,63.74360524401219
79,487599695,437848659,61.72844417068928,67.02455371948983
78,477070936,429885054,65.55390617801622,68.65527562625822
75,453698959,412119131,66.63402361525296,67.72321585259238
71,423328650,388101468,64.69750761243452,64.5625725562021
65,390894223,360896711,60.982596618273014,60.25133036634671
60,358139725,331531841,57.185533080771194,55.811819192190995
54,325033481,300312368,54.41431773080341,51.79051375313425
48,292431654,268952615,52.876499060926804,48.39448310132003
44,262825160,240786957,52.27520321080849,45.8261343040781
40,238723083,218762438,52.29900188490694,44.35772005055004
39,220842796,203399304,52.716754599094585,44.04662173764102
40,208013548,192740816,53.1997782838625,44.43551709793853
40,198323141,183949880,53.31024812916877,44.641081804481516
39,189638714,174540539,52.74955781522441,43.8203370568092
35,178991020,162249519,51.5097412108047,41.591897992602036
30,162576171,144807401,49.70617484129062,38.09040105802615
23,137935031,121156151,47.374776600808616,33.780198423565025
16,107034303,93478215,44.59113211944944,29.324123578780352
11,77177369,67812858,41.7701615025234,25.534187510406873
8,58307084,52117057,39.65426955017219,23.200589145389657
8,58157774,52681363,38.79158464402362,22.726571440270224
10,77892337,70652219,38.89409427084686,23.771512651182036
14,110498258,100413278,38.71584777104517,25.21656062570378
17,143433106,131386589,36.752810329196095,25.637017588295407
18,165036742,153261859,32.381572842630064,24.13298839707705
17,171005728,161632060,26.592161693251313,21.014442822908993
15,166016190,159668605,21.694392344873236,17.8040545178323
14,159105498,154420944,20.130986768558675,16.458312537961934
15,156901039,151152776,23.1603326686806,18.28950023746899
18,160415542,150683801,30.219759916331864,23.299143296209508
24,167176686,151354161,39.29622798000163,30.30744433991028
31,175326071,152676027,47.96942415591031,37.65727010335925
37,185364488,156707155,54.420743438470794,43.93278750390187
43,198825676,166318506,57.90155354625438,48.33627773006832
48,216580596,182880137,58.6431669651621,50.750764184152224
51,238675736,205621914,57.44268881082827,51.59462368526782
53,264424930,232071358,55.13665454431517,51.46571626658502
54,290987747,257889612,52.191820433234085,50.686433687675326
54,311835790,276578161,48.658778277308954,49.09082877786864
52,318526192,281332565,44.502556750916014,46.297140621454545
48,306228703,269324753,40.01382725221324,42.28609818748774
43,278386808,244840977,35.969596706991666,37.80212142188657
38,245292367,217324609,33.42019677299885,34.195902061167665
35,217085176,195148334,33.2090278106083,32.75646189653469
36,197654390,180761682,35.53674991503429,34.03116676339391
39,184917258,171636482,39.93841627474227,37.682668790828735
44,175993438,165236359,45.70715413399581,42.927912557565335
50,171213779,162448148,52.29907261054593,49.03631210359519
57,173520285,166586463,59.2580546477184,55.399826471162115
63,185172429,179994425,65.81055693356005,61.26636204099311
67,205266709,201590633,70.73144333728203,65.61765236123598
69,229433790,226663036,72.7881726399628,67.46151044838815
68,251393363,248624069,71.41668047649986,66.33993862989774
64,265885093,262187207,67.03029548062534,62.64146974938877
60,271786226,266617890,60.72835884407984,57.46599513810341
55,273030775,266561726,53.71914454481873,52.121859950222536
53,275806615,268928194,46.948251860839804,47.58224843147071
51,283710575,277628463,41.08609237740024,44.211313694798164
51,294701668,290256446,36.59360852558199,41.818853979347715
50,302126402,299255276,33.59038598405962,39.877676523433514
47,298494861,296252226,31.671537740591035,37.75066373133923
43,278997386,276162127,30.056419697997,34.91655793894177
37,243216033,239031505,28.12601008771206,31.208493120918845
30,195482763,189976084,25.914609434315132,26.97239279715316
24,144297667,138026106,24.112604977686324,23.01814356705697
19,100126520,93705561,23.63330746966886,20.36311253407273
16,71473207,65346933,25.185686189760524,19.907464937956675
17,61389550,55932061,29.13925254104367,22.18213305198571
21,67381497,63021088,35.53139276941282,27.20836981595052
28,85065199,82167947,43.93636603225541,34.44363142126552
36,112272879,110912861,53.25265130547618,42.830385944024286
45,149646786,149580615,61.80940352570005,51.02737887755906
53,197090366,197970762,68.02078442830835,57.83252776674152
60,249631050,251124056,71.22803927697362,62.604465811276164
65,297164304,298721113,72.03393413835275,65.39482612986518
68,329013112,329540329,71.79093808008125,66.68797882673749
69,339543916,337487738,71.61394250943358,66.94170223875446
67,330216135,324214768,71.66610140057136,66.25903695863748
64,307397140,297011656,71.23266788756119,64.43695975298338
59,279191744,265020199,69.487085962172,61.3800647228206
54,253810855,236803105,66.29104393507582,57.51910155949174
50,238594640,219149646,62.29847412446232,53.74923307608799
48,238041391,215732094,58.25805330398509,50.8241882599798
48,251799732,226019352,54.25104813854864,48.790211435167514
49,275126989,246061498,49.73044485717003,47.1050693061244
51,302154605,271137397,44.37668339744365,45.363049429016634
53,329144249,298032305,38.8635526635575,43.86009360145131
56,354781099,324922377,34.67549186582464,43.39072886387798
60,377695678,349372910,33.06175835232844,44.461503991580614
64,394435349,367108957,34.04502455316661,46.67104976767658
66,400820649,373728432,36.345121971535846,48.83722084393165
66,396007803,368497422,38.26498708192112,49.774585253275205
64,384966089,356420418,38.781531050639494,49.05717794881045
61,375622724,345389070,37.98897673964707,47.137843506356965
57,372180280,339911994,36.69947584892571,44.811166826528854
53,370827948,337088292,35.74696574901733,42.60732857417896
49,362326698,328835311,35.643954246123826,40.67698399904274
45,339148377,308255913,36.69703195031975,39.130153001723635
41,300851600,274517237,39.159547406821574,38.30604748223672
38,254275495,233240173,43.04700254187407,38.58944403801233
36,210157021,193763150,47.75296976831556,39.94396915050502
35,178934543,165520512,52.00305923059969,41.690769050074906
35,166810795,154351206,54.50017195765099,42.881796902841266
35,172987407,159718254,54.90828431883795,43.06486011619155
35,189987421,174877702,54.25827052596062,42.77530901604037
36,207578636,190562968,54.19367338223136,43.19243336853257
39,217647368,199580015,55.61057297473152,45.14458688694665
43,216778425,199121393,57.98719630375671,48.37182938407329
48,205996171,190296015,60.03426900557105,51.76518853715076
53,189283932,176582141,60.87177732859487,54.270595717194404
56,172014768,162462748,60.47466324549768,55.48416281355163
57,159245720,152165362,59.176765740581324,55.488067038440526
57,153905134,148248918,57.14036882022402,54.4254633888914
55,155643636,150505300,54.46115707066705,52.42959726188983
53,161154504,155987648,51.5292111858355,49.82154804865109
50,165887154,160383678,48.95444987345003,47.08067862958563
46,166164379,159998774,47.07348368881598,44.48868297503343
42,160670696,153322094,45.647876348670046,41.88271292495033
37,150949137,141682795,44.10128884742885,38.8757579373685
32,140955947,128970773,42.05090821903137,35.372506090109916
27,135657417,120382480,39.72812135724897,31.918951355090226
24,138908977,120340858,38.10173820042118,29.62946476601666
23,151551581,130409811,38.620611022029316,29.75068541602453
26,170796986,148345793,42.472498404164575,33.017598758145425
32,191219442,168882954,49.5426843849723,39.012844731060916
38,206914848,185988180,57.81040222594139,45.9491123605525
43,214083213,195672480,63.98629621399407,51.3072412547936
46,212959908,197983510,65.30535511234736,53.17604714873673
46,207776929,196814763,61.26451706685082,51.37484905787446
45,204268433,197282192,53.968028494911756,47.44945747909775
44,206209767,202354630,46.857569973474654,43.59552730751484
44,213781977,211474429,42.84052413020443,41.46163442860999
44,225172376,222392677,43.032341534974535,41.64639024856318
45,239378210,234105262,46.58299116746706,43.84473161933328
47,256494109,247218809,51.316355407960216,47.12116299957342
50,274752819,260992119,54.71615705135636,50.101097222794046
53,288356251,270919534,54.90733005886473,51.315930269350176
53,290215996,270926310,51.36644293577282,49.83932932541159
51,277847861,258748958,45.12155242021138,45.87210727863456
47,255931453,238477086,38.29327511021977,40.732310314557736
42,232133239,216909942,33.086165669090015,36.114427219485464
38,210446775,197493544,30.71286356257522,33.1260789723265
36,189102114,178381321,30.900850705353204,31.819243065033866
33,164843521,156420820,32.29840108393299,31.490294786110862
32,138721133,132630224,33.469800070476495,31.40583222772559
32,117640133,113721841,33.79558667112056,31.37714352529682
33,110367029,108304118,33.74164418163716,31.822710118803194
35,121340489,120832902,34.44161662701983,33.36274783785935
39,146986615,147835560,36.97818489802243,36.32041065294678
43,177151144,179100419,41.84892547160722,40.52950935462093
46,200517520,202964089,48.82216603163342,45.508115156700654
49,210192255,212068120,57.04077806741718,50.69390733611448
51,206006589,206026405,65.17583490800833,55.47442242809283
52,192841559,189988008,71.6236611452784,59.09115916787643
52,176902445,170812903,74.83446113198346,60.67175371919413
51,162675195,153685181,73.74171972681305,59.482701133365175
48,152315924,141166589,68.14600808739223,55.28234388134448
43,147240743,134635162,58.92255980074595,48.60186049157743
37,149930604,136156878,47.95091847821576,40.80042748408051
33,163846512,148635960,37.67553114811262,33.764091079954895
31,191136641,173832247,30.356973492273777,29.265959385678496
32,229995922,209965087,27.336303052053086,28.28005822136905
35,274060576,251135168,28.68150851225925,30.65207569192155
40,314518843,289193707,33.29164716895275,35.27363542141882
45,343396962,316649167,39.2710851110504,40.549666431696274
49,355935773,328782267,44.46387887816049,44.89314581054563
51,351247219,324341031,47.17349225910861,47.16407971976064
51,331840420,305343429,46.890482071530805,47.02129623113802
50,302942852,276657463,44.55254943742452,45.043219555004185
47,271899025,245455088,42.02484331290284,42.481144750560404
44,247088957,220039235,41.0718790555823,40.703753466871476
42,235855168,207696911,42.46557749129727,40.57830141774256
42,242030133,212231116,45.69835656597195,42.088161316430835
43,264371473,232466396,49.34883822589032,44.40055580770444
45,296688874,262524390,51.86526142140077,46.37675454196665
46,329779680,293894424,52.39795385252859,47.245781181421115
47,354932403,318786264,51.22870479329113,47.022578841609175
47,367673133,333333963,49.47240326431685,46.38049518743501
48,369379031,338667179,48.221052140450475,46.07365475141672
49,365647171,339287770,47.815204058615215,46.394737342624225
51,362931584,340310784,47.84597393453132,47.13123365483957
53,365543304,345147082,47.7851571863031,47.967884748961595
55,373795742,353905956,47.575747628416856,48.84350940084401
